id,link,style,location,company,area,decade,floor,direction,address,price,pricepm,education,subway,imglink
438,3_186940651.htm,3室2厅,渝中,万科锦程,97,2013,中层,南向,大坪-大坪正街160号,198,20412,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/2/M11/54/9fc2d23eb8124a0393b8c14832d76662/220x165c.jpg
439,3_187214772.htm,4室2厅,渝中,协信公馆,147,2013,中层,南北向,一号桥-胜利路132号,328,22313,true,2,http://img11.soufunimg.com/viewimage/agents/2018_07/23/M07/0E/6D/ChCE4FtVNzeIdZdhAAJJYJS6A_YABEGUwAxJ5UAAkl4678/220x165c.jpg
440,3_187320296.htm,3室2厅,渝中,协信公馆,141,2017,中层,东南向,一号桥-胜利路132号,375,26596,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/10/M17/11/72116c0edb744dd796113a5f59638df9/220x165c.jpg
441,3_187320685.htm,1室1厅,渝中,康德国际,25,2013,中层,南向,大坪-大坪单巷子88号(轻轨大坪站旁),40,16000,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/17/M16/47/5351c5012a064dcf96ddc761e5050910/220x165c.jpg
442,3_187266083.htm,1室0厅,渝中,时代天骄,38,1999,中层,西北向,朝天门-重庆市渝中区朝千路,69,18158,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/31/M10/22/fb25e3e0d09a447085445289e496ebf4/220x165c.jpg
443,3_187366862.htm,3室2厅,渝中,兰波红城丽景,94,2006,中层,东南向,大坪-长江二路39号,135,14362,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M18/57/2e492eeedbbd4379abc304621d6f33c4/220x165c.jpg
444,3_187322716.htm,2室1厅,渝中,西信·洲际花园,78,2010,中层,南向,一号桥-重庆市渝中区一号桥华一路69号,112,14359,false,2,http://cdnsfb.soufunimg.com/viewimage/3/2018_11/16/M18/12/49ec56b8266a437496527ba44d2d5115/220x165c.jpg
445,3_184788178.htm,4室2厅,渝中,协信公馆,208,2013,高层,南北向,一号桥-胜利路132号,510,24519,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/2/M17/12/e984d1eb661048d5b19c8b945dbaa70c/220x165c.jpg
446,3_187365993.htm,2室1厅,渝中,大坪正街小区,70,2000,低层,南北向,大坪-重庆市渝中区大坪128号,73,10429,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M18/22/ba0b4cb3e1724458a8e906289a627d12/220x165c.jpg
447,3_187335543.htm,4室1厅,渝中,万科重庆天地翡翠天麓,181,2013,高层,南向,化龙桥-渝中嘉陵路重庆天地(红岩革命纪念馆对面),280,15470,true,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/18/M10/56/1afbab5c56f94d078d6b1715b6720f99/220x165c.jpg
448,3_187369542.htm,1室1厅,渝中,和泓江山国际,31,2016,高层,南北向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,50,16129,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M21/26/3a42cea5f371420ab36fbec0e0c87656/220x165c.jpg
449,3_186275746.htm,3室2厅,渝中,和泓江山国际,126.4,2013,高层,南向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,230,18196,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/10/M9/49/8b0a1af9c6e340be86a263c5c564c599/220x165c.jpg
450,3_186295067.htm,2室1厅,渝中,康定大厦,89,2007,中层,南向,大坪-重庆市渝中区大坪支路21号,112,12584,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_5/12/M16/37/14223f1b309b4b1eb186aa1eb0a18c7a/220x165c.jpg
451,3_186906870.htm,2室2厅,渝中,协信公馆,188,2013,低层,南北向,一号桥-胜利路132号,350,18617,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/31/M18/44/b85eb813b383431283fdf5b2176ca694/220x165c.jpg
452,3_185035114.htm,2室1厅,渝中,财信渝中城,63.66,2016,低层,南向,解放碑-中山一路6号(七星岗车站旁),138,21678,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/7/M17/29/ffd01c7ed590464f8c1d3bfb54258f23/220x165c.jpg
453,3_182386733.htm,2室1厅,渝中,大唐诺亚,62,2014,中层,东南向,解放碑-长滨路太平门码头(湖广会馆旁),140,22581,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_7/15/M18/45/0294bdc595204d7d83979470338ac99c/220x165c.jpg
454,3_187316091.htm,2室2厅,渝中,协信云栖谷,79,2013,中层,南向,化龙桥-虎头岩黄荆社13号,112,14177,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/17/M13/19/26ddb3d0e5ca436981231d9c739a1e12/220x165c.jpg
455,3_187223775.htm,3室2厅,渝中,华宇渝州新都,121,2006,高层,南向,大坪-大坪正街140号,220,18182,false,1,http://img11.soufunimg.com/viewimage/agents/2018_11/13/M06/10/8A/ChCE4FvqpEqIe9oMAACLFBSQJCUABHZCAA1FvoAAIss079/220x165c.jpg
456,3_186984517.htm,2室1厅,渝中,红城丽景,75,2006,中层,南向,大坪-长江二路39号,85,11333,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/3/M21/34/6ba101838edf4d4f8c8cd8f2bad5aa89/220x165c.jpg
457,3_186275746.htm,3室2厅,渝中,和泓江山国际,126.4,2013,高层,南向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,230,18196,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/10/M9/49/8b0a1af9c6e340be86a263c5c564c599/220x165c.jpg
458,3_186853603.htm,2室2厅,渝中,雍江翠湖,98.04,2014,低层,南向,化龙桥-重庆市渝中区瑞天路51号(红岩村小学旁),175,17850,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/29/M18/17/51728926e2b549acb7b74369c7047279/220x165c.jpg
459,3_186973981.htm,5室2厅,渝中,鹅岭,221,2013,高层,南向,两路口-鹅岭公园旁,618,27964,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_7/17/M21/42/6ae5e944e9604b5f9ead560766d4dc0d/220x165c.jpg
460,3_186864957.htm,2室1厅,渝中,重庆天地雍江御庭,81.76,2014,低层,东北向,化龙桥-化龙桥瑞天路51号(原化龙桥嘉陵路),172,21037,false,0,http://img11.soufunimg.com/viewimage/agents/2018_08/24/M06/0F/04/ChCE4Ft_blSIAxqnAAEXWKa8lvQABFBCwMpqucAARdw981/220x165c.jpg
461,3_185821578.htm,2室2厅,渝中,财信渝中城,51.5,2013,高层,南北向,解放碑-中山一路6号(七星岗车站旁),110,21359,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/26/M11/9/66b583c8e6014e1492170e4093e55ce5/220x165c.jpg
462,3_187396989.htm,4室2厅,渝中,来福士广场住宅,200,2016,高层,南向,朝天门-重庆市渝中区朝天门广场,860,43000,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_8/14/M19/49/417b1da06ca244a3a3f217d54f6dedad/220x165c.jpg
463,3_187190731.htm,1室1厅,渝中,重庆天地雍江御庭,71,2014,中层,南向,化龙桥-化龙桥瑞天路51号(原化龙桥嘉陵路),145,20423,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/12/M11/26/2927a435da9042a6a9323edfe16ec701/220x165c.jpg
464,3_186984308.htm,1室1厅,渝中,钱塘玫瑰湾,54,2006,中层,南向,两路口-重庆市渝中区长江一路52号(鹅岭),70,12963,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/3/M21/24/fc547ae48bf54962a7746bab014aa286/220x165c.jpg
465,3_180264762.htm,4室2厅,渝中,来福士广场住宅,310,2013,高层,南向,朝天门-重庆市渝中区朝天门广场,1200,38710,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_3/24/M20/39/4e2d5cb967b24ec28cf912ce69e45b95/220x165c.jpg
466,3_186976822.htm,4室2厅,渝中,雍江翠湖,145,2013,中层,东南向,化龙桥-重庆市渝中区瑞天路51号(红岩村小学旁),295,20345,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/24/M18/37/9fcdde2506414816a916df85b471ecbb/220x165c.jpg
467,3_184536057.htm,2室1厅,渝中,龙湖时代天街,81,2013,中层,东向,大坪-大坪正街38号,195,24074,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_8/28/M16/36/16b2c6105f1c4c6aa6a3338ba574d1af/220x165c.jpg
468,3_187393143.htm,1室1厅,渝中,卡萨国际公寓,50,2007,中层,南北向,解放碑-重庆市渝中区华一路2号(北区路一号桥公交车站,72,14400,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/12/M22/57/1b55ea686d8a4029bb7ab40d8d2de9e5/220x165c.jpg
469,3_187138953.htm,2室1厅,渝中,和泓江山国际,68,2013,中层,南向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,110,16176,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/9/M12/12/33c6044c8f1f47d5819243f1d66ef1ab/220x165c.jpg
470,3_187274430.htm,3室2厅,渝中,协信公馆,163,2013,高层,东向,一号桥-胜利路132号,353,21656,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/14/M22/44/d8cf467f1cef4fbe851ad212da99b230/220x165c.jpg
471,3_186348498.htm,3室2厅,渝中,协信公馆,163,2013,高层,东向,一号桥-胜利路132号,330,20245,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/12/M11/3/3859a29be6a8456196adaaf29c5585b9/220x165c.jpg
472,3_187410269.htm,2室2厅,渝中,来福士广场住宅,200.1,2018,高层,南向,朝天门-重庆市渝中区朝天门广场,820,40980,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_8/13/M17/22/b2cfcd9f9dca44faaaa3048f1af0bed3/220x165c.jpg
473,3_180788675.htm,4室2厅,渝中,协信公馆,164,2012,中层,南北向,一号桥-胜利路132号,360,21951,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_6/8/M9/18/ba6e888d6c0e4a4fb122a16dcb424c50/220x165c.jpg
474,3_187404163.htm,3室2厅,渝中,重庆天地雍江艺庭,141,2012,中层,北向,化龙桥-瑞天路138号,300,21277,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/28/M9/35/a993e49418544f4c9605f3421fed64c1/220x165c.jpg
475,3_187199917.htm,3室2厅,渝中,信成苑,106,1997,低层,南向,两路口-重庆市渝中区两路口中二路73号,110,10377,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/12/M17/34/75e63d664eed49e78059f91febb96f5f/220x165c.jpg
476,3_187054402.htm,2室1厅,渝中,万科锦尚,66.09,2016,低层,东向,大坪-大坪商圈歇虎路(虎头岩转盘旁),120,18157,true,0,http://img11.soufunimg.com/viewimage/agents/2018_11/02/M0A/10/46/ChCE4VvbqiiIS5ZjAAFV-nBUIt8ABG-ewKBWb4AAVYS359/220x165c.jpg
477,3_184278132.htm,2室2厅,渝中,来福士广场住宅,89,2013,高层,南向,朝天门-重庆市渝中区朝天门广场,518,58202,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_8/14/M11/34/0564f38c37214358bbfb70634e931d78/220x165c.jpg
478,3_187209273.htm,4室2厅,渝中,重庆天地雍江艺庭,209,2011,中层,北向,化龙桥-瑞天路138号,480,22967,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/16/M17/22/25d939ebfef34900a4e6feedb617786b/220x165c.jpg
479,3_187354329.htm,4室2厅,渝中,恒大名都,160,2013,高层,南北向,大坪-石油路1号,320,20000,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M9/33/8237663321e747e3ac3e425cf6e84005/220x165c.jpg
480,3_187372527.htm,2室1厅,渝中,重庆总部城,87,2012,中层,北向,大坪-经纬大道780号,145,16667,true,0,http://img11.soufunimg.com/viewimage/agents/2018_11/07/M06/10/69/ChCE4lvi0HWIA-deAAHXdTJ9LWsABHMLwBHoSoAAdeN465/220x165c.jpg
481,3_181704442.htm,2室2厅,渝中,来福士广场住宅,190,2019,中层,南向,朝天门-重庆市渝中区朝天门广场,800,42105,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_5/15/M14/27/2ba3c4b9ba0c4e07a6a6a1b396665998/220x165c.jpg
482,3_186193941.htm,3室2厅,渝中,嘉华鑫城,122,2007,高层,南向,大坪-重庆市渝中区大坪正街118号,225,18443,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/7/M16/4/9865dc8e6a9b475791c2391aff822eb1/220x165c.jpg
483,3_186116941.htm,2室1厅,渝中,华庭嘉园,75,2004,中层,南向,解放碑-滨江路131号,110,14667,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/5/M9/56/678fae44d65a4d18996befd23c72a0e9/220x165c.jpg
484,3_185113313.htm,2室2厅,渝中,万科锦尚,67,2016,低层,南向,大坪-大坪商圈歇虎路(虎头岩转盘旁),120,17910,true,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/9/M11/15/c2183d42bd424894a7dfdd80584e9462/220x165c.jpg
485,3_187255494.htm,3室2厅,渝中,竹园小区,80,2000,高层,南向,黄沙溪-重庆市渝中区交通街,60,7500,true,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/14/M19/4/23899ae72a2d4e27a6dc360db91d3b91/220x165c.jpg
486,3_187216289.htm,3室2厅,渝中,重庆天地雍江翠湖,156,2009,高层,南北向,化龙桥-重庆市渝中区瑞天路51号(红岩村小学旁),270,17308,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/13/M13/40/3812452ba13a41f2bc8e97b62140db57/220x165c.jpg
487,3_187161959.htm,3室2厅,渝中,佳馨小区,106,2014,高层,南向,大坪-虎歇路65号,122,11509,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/10/M21/31/7236241af1894d4e98f792318a78a7f7/220x165c.jpg
488,3_186466553.htm,4室2厅,渝中,来福士广场住宅,284,2015,高层,东南向,朝天门-重庆市渝中区朝天门广场,870,30634,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_7/19/M23/40/606186917b70435ca4a91531f4b49e2e/220x165c.jpg
489,3_187095355.htm,2室1厅,渝中,英利国际广场,73,2011,低层,南北向,大坪-商圈核心(电信大厦正对面),116,15890,false,1,http://img11.soufunimg.com/viewimage/agents/2018_11/08/M09/10/6C/ChCE4FvjxnGIIV72AANaarEYL1oABHNXgJnt9MAA1qC508/220x165c.jpg
490,3_187173733.htm,3室2厅,渝中,业成花园,122,2003,中层,南北向,解放碑-重庆市渝中区七星岗业城花园路1号,138,11311,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/9/M16/47/2c21a02d4a20461f95bb1fb1bf16053b/220x165c.jpg
491,3_187274461.htm,2室2厅,渝中,V8区,73,2009,高层,南向,大坪-大坪医学院路2号,130,17808,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/15/M17/54/1dc1a496d9634967a3390cab9ae80c1d/220x165c.jpg
492,3_186288000.htm,1室1厅,渝中,和泓江山国际,31,2013,低层,南向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,52,16774,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/10/M15/15/051c07c7f9ad46459ee0dfa50c9173fc/220x165c.jpg
493,3_185972656.htm,3室2厅,渝中,来福士广场住宅,124,2013,高层,南北向,朝天门-重庆市渝中区朝天门广场,430,34677,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/5/M15/41/8c910aa9a0994c7fb92b79071831088a/220x165c.jpg
494,3_187305622.htm,3室2厅,渝中,业成花园,104.06,2000,中层,北向,解放碑-重庆市渝中区七星岗业城花园路1号,105,10090,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/16/M21/21/4720edcf5b6547a7af8f62fcf109006e/220x165c.jpg
495,3_187260127.htm,3室1厅,渝中,嘉华鑫城,120,2008,低层,西向,大坪-重庆市渝中区大坪正街118号,162,13500,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/15/M9/54/010416d4d9cc42e79839cf72c92121de/220x165c.jpg
496,3_186904660.htm,2室1厅,渝中,科普大厦,80.48,2003,中层,东南向,上清寺-重庆渝中区华福巷30号,93,11556,false,2,http://img11.soufunimg.com/viewimage/agents/2018_10/31/M14/10/3F/ChCE4VvZdIeIJTyZAAK005VD1usABG7wwKNdPgAArTr463/220x165c.jpg
497,3_187326403.htm,1室1厅,渝中,华宇时代星空,34,2013,中层,南向,大坪-歇台子地铁站旁,80,23529,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/17/M20/4/bb5750bd904543b3a486de228954d821/220x165c.jpg
498,3_187086206.htm,4室2厅,渝中,来福士广场住宅,284,2017,中层,南北向,朝天门-重庆市渝中区朝天门广场,860,30282,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_7/14/M10/24/55afaa68e8b549b1b96229998d9df325/220x165c.jpg
499,3_187297284.htm,2室2厅,渝中,凌云阁,78,2012,中层,南向,大坪-重庆市渝中区大坪白云宾馆对面,90,11538,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/16/M16/35/23ea2b9f9860498b8698f6e13463347e/220x165c.jpg
500,3_187376967.htm,4室2厅,渝中,恒大名都,148,2015,高层,东向,大坪-石油路1号,290,19595,true,1,http://img4cq.centainfo.com/Images/20180829/050840_5a9d627c-e5aa-47ac-9ac6-d0c32d17d9db.jpg
501,3_186466618.htm,1室1厅,渝中,帝都广场,68,2010,高层,南北向,解放碑-渝中区解放碑五一路8号,133,19559,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/15/M23/23/63f3d22937434bd1818f51476d1a399d/220x165c.jpg
502,3_187353669.htm,1室1厅,渝中,英利国际广场,31,2011,低层,南向,大坪-商圈核心(电信大厦正对面),50,16129,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M9/12/04ab6ccdf5a0464faf3613530f5ced00/220x165c.jpg
503,3_186770756.htm,3室2厅,渝中,重庆天地雍江悦庭,132.23,2010,低层,西北向,化龙桥-化龙桥瑞天路138号(原化龙桥嘉陵路),228,17243,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/26/M14/21/6f1ac11618a14dea80c7a3b0d87056ee/220x165c.jpg
504,3_187371492.htm,0室0厅,渝中,和泓江山国际,31,2017,高层,南北向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,50,16129,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/20/M9/13/54ca7bd50df842ebbe92e8087e2f97f6/220x165c.jpg
505,3_187415480.htm,2室2厅,渝中,钱塘玫瑰湾,62,2006,中层,南向,两路口-重庆市渝中区长江一路52号(鹅岭),82,13226,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/21/M22/44/fd26ecffd8c7437788e1be19b4b7c4a4/220x165c.jpg
506,3_187061511.htm,2室2厅,渝中,嘉华鑫城,76,2008,高层,东向,大坪-重庆市渝中区大坪正街118号,125,16447,false,1,http://img11.soufunimg.com/viewimage/agents/2018_11/02/M12/10/46/ChCE4FvbqiuICRTPAAEYMoc0f6sABG-dgP6ldoAARhK654/220x165c.jpg
507,3_187249702.htm,5室3厅,渝中,鹅岭,200,2013,高层,北向,两路口-鹅岭公园旁,650,32500,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/14/M18/41/aafc1d04e5634f2ba3efcaebea98a91b/220x165c.jpg
508,3_187278950.htm,2室1厅,渝中,喜业花园,75,2013,中层,南向,大坪-渝中区大坪大黄路128号,75,10000,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/15/M19/44/74713f28abf344df9e9b6bbe66c6f246/220x165c.jpg
509,3_186223016.htm,1室2厅,渝中,来福士广场住宅,98,2013,中层,南向,朝天门-重庆市渝中区朝天门广场,400,40816,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/30/M13/32/b21c204c000946b79aef18a39d5a31e6/220x165c.jpg
510,3_187369972.htm,3室2厅,渝中,大黄路28号院小区,131,2006,高层,南向,大坪-大坪街道大黄路28号,139,10611,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M21/46/a0bcbc3408e24af9af0418788bcf484c/220x165c.jpg
511,3_187304274.htm,3室2厅,渝中,重庆天地雍江翠湖,147,2009,低层,东北向,化龙桥-重庆市渝中区瑞天路51号(红岩村小学旁),270,18367,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/16/M20/29/5c3bf9844c9240c1941ffd6a54a1eac5/220x165c.jpg
512,3_184623203.htm,3室2厅,渝中,恒大名都,125,2013,低层,北向,大坪-石油路1号,248,19840,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_8/28/M13/25/150f81926f2249f2b10c902a07a62647/220x165c.jpg
513,3_186469028.htm,3室2厅,渝中,协信公馆,163,2016,高层,南北向,一号桥-胜利路132号,380,23313,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/13/M15/30/c0c7695448544d10936ac0ab16d4f3c0/220x165c.jpg
514,3_187001958.htm,2室1厅,渝中,日月光解放碑1号,83.16,2015,高层,南向,解放碑-民权路88号,200,24050,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/4/M17/25/c1e6b21f9cba447a84a49adff707f719/220x165c.jpg
515,3_187119275.htm,3室2厅,渝中,达美城市花园C栋,134,2005,中层,南北向,解放碑-民生路19号,200,14925,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/9/M11/38/6902799db54a402ebb4410a88d117378/220x165c.jpg
516,3_187125158.htm,1室0厅,渝中,日月光解放碑1号,79,2010,低层,东南向,解放碑-民权路88号,165,20886,false,1,http://img11.soufunimg.com/viewimage/agents/2018_11/09/M14/10/73/ChCE4VvlNoyIAd3cAADm4zs6AGsABHQMAF9oTEAAOb7521/220x165c.jpg
517,3_178880959.htm,1室1厅,渝中,来福士广场住宅,123,2019,中层,南向,朝天门-重庆市渝中区朝天门广场,350,28455,false,0,http://img11.soufunimg.com/viewimage/agents/2018_04/15/M02/1B/D3/ChCE4lrSsiOICBpaAAHJ3TAwyKYABBFXABsyQkAAcn1438/220x165c.jpg
518,3_187070152.htm,3室2厅,渝中,协信公馆,146.7,2013,低层,南北向,一号桥-胜利路132号,320,21813,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/7/M13/42/dbdac6f2d8684639bd3f44a9ecc8eb57/220x165c.jpg
519,3_187242789.htm,1室0厅,渝中,赛格尔国际大厦,43,2006,中层,南向,解放碑-渝中区五四路与江家巷交汇处,70,16279,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/14/M15/13/c3fd8bf0522140a29f59464c6e34ffc0/220x165c.jpg
520,3_187347064.htm,2室1厅,渝中,书香苑,75,2013,低层,南北向,上清寺-华福巷(重庆人民大礼堂旁),125,16667,false,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/12/M22/12/f96655ccf3574b27a7f1335d36ebc4db/220x165c.jpg
521,3_186820184.htm,1室1厅,渝中,财信渝中城,63.3,2018,中层,南北向,解放碑-中山一路6号(七星岗车站旁),105,16588,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/28/M12/6/e19945056ff5400e859bae0cff0b6230/220x165c.jpg
522,3_187231004.htm,3室2厅,渝中,商社时代峰汇地块,79.73,2013,中层,南向,大坪-虎头岩石油路8号(五一技师学院旁),145,18186,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/14/M9/13/4be5c60fac3841eb8787a9b2483eeb21/220x165c.jpg
523,3_187348758.htm,1室1厅,渝中,重庆天地雍江悦庭,64,2012,高层,东北向,化龙桥-化龙桥瑞天路138号(原化龙桥嘉陵路),130,20312,false,0,http://img11.soufunimg.com/viewimage/agents/2018_11/13/M0A/10/86/ChCE4FvqNCGIBU1CAACjoPHddBcABHXgQKZRdkAAKO4535/220x165c.jpg
524,3_186039434.htm,1室1厅,渝中,财信渝中城,50,2013,中层,南向,解放碑-中山一路6号(七星岗车站旁),95,19000,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_7/27/M19/22/e20114257b6a4a628954c328145ee4bb/220x165c.jpg
525,3_187212202.htm,4室2厅,渝中,来福士广场住宅,330,2013,中层,南向,朝天门-重庆市渝中区朝天门广场,891,27000,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/13/M11/3/8bfbb8184d4b487195d65386ea262e88/220x165c.jpg
526,3_185691619.htm,2室2厅,渝中,嘉华鑫城,65,2013,高层,南向,大坪-重庆市渝中区大坪正街118号,108,16615,false,1,http://img1.soufunimg.com/viewimage/agents/2013_03/17/10/83/34/cq/houseinfo/408656974600/220x165c.jpg
527,3_186460840.htm,2室1厅,渝中,商社时代峰汇地块,57.77,2016,低层,南向,大坪-虎头岩石油路8号(五一技师学院旁),88,15233,false,1,http://img11.soufunimg.com/viewimage/agents/2018_10/15/M10/0F/FA/ChCE4lvEdjmIP6eGAAIDyDCu23wABGhHwAb5W8AAgPg793/220x165c.jpg
528,3_187365690.htm,3室2厅,渝中,恒大名都,118.3,2013,中层,西南向,大坪-石油路1号,250,21133,true,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/19/M18/8/260ad5baa5d64503bfbc0e35c5b1ad7a/220x165c.jpg
529,3_186657293.htm,4室2厅,渝中,来福士广场住宅,284,2018,高层,南北向,朝天门-重庆市渝中区朝天门广场,900,31690,false,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_9/13/M12/42/7846e8f9e1d2416ca102b8c580ec2392/220x165c.jpg
530,3_175870486.htm,3室2厅,渝中,巴蜀大厦,145,2001,低层,南向,一号桥-重庆市渝中区北区路51号(巴蜀中学校园内),235,16207,true,2,http://cdnsfb.soufunimg.com/viewimage/1/2018_1/11/M15/22/489300bb11574072b5890a212ffcc147/220x165c.jpg
531,3_187088828.htm,3室2厅,渝中,万科重庆天地翡翠天麓,124,2013,低层,南向,化龙桥-渝中嘉陵路重庆天地(红岩革命纪念馆对面),305,24597,true,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/26/M18/51/efe04a6ac0704a879e3ce0e06ce58ca2/220x165c.jpg
532,3_186905754.htm,1室1厅,渝中,大唐诺亚,57.3,2014,中层,南北向,解放碑-长滨路太平门码头(湖广会馆旁),98,17103,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_10/31/M18/6/e32b0a9219c745d284320c95ea0def7c/220x165c.jpg
533,3_187134740.htm,3室2厅,渝中,基良广场,128,2005,高层,西向,朝天门-重庆市渝中区陕西路9号,190,14844,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/9/M20/8/a46f95064b49426f89caa291d5901c96/220x165c.jpg
534,3_187050805.htm,1室1厅,渝中,日月光解放碑1号,67,2018,高层,南北向,解放碑-民权路88号,200,29851,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/6/M17/42/710dc9e1179f4d7792fdfa6b4f5b2cd1/220x165c.jpg
535,3_187373550.htm,1室1厅,渝中,和泓江山国际,31,2013,中层,南北向,大坪-肖家湾公交车站旁(大坪医院往两路口方向的肖家,52,16774,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/20/M10/2/da4f76ee268940868850213300212744/220x165c.jpg
536,3_187228910.htm,2室2厅,渝中,万科锦尚,68,2015,中层,南北向,大坪-大坪商圈歇虎路(虎头岩转盘旁),110,16176,true,0,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/3/M20/42/885e17291c494ae3ac9bf7444e83122d/220x165c.jpg
537,3_187178522.htm,1室1厅,渝中,华宇时代星空,52,2008,低层,南向,大坪-歇台子地铁站旁,99,19038,false,1,http://cdnsfb.soufunimg.com/viewimage/1/2018_11/11/M18/24/67304558c99046e59007a8c5a025c16a/220x165c.jpg
